dictionary_id,symptom_code,canonical_name,synonym_vi,no_diacritic_form,body_area,suggested_departments_json,is_red_flag_candidate,negation_example,language,validation_status
SYM-015-07,SKIN_RASH,Phát ban,ban da,ban da,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-08,SKIN_RASH,Phát ban,tôi nổi nốt đỏ,toi noi not do,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-09,SKIN_RASH,Phát ban,hay da noi mang do,hay da noi mang do,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-10,SKIN_RASH,Phát ban,cảm giác hát ban,cam giac hat ban,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-11,SKIN_RASH,Phát ban,nổi mẩn đỏ mấy hôm nay,noi man do may hom nay,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-12,SKIN_RASH,Phát ban,ban da nhẹ,ban da nhe,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-13,SKIN_RASH,Phát ban,noi not do nhieu,noi not do nhieu,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-14,SKIN_RASH,Phát ban,da nổi mảg đỏ liên tục,da noi mag do lien tuc,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-15,SKIN_RASH,Phát ban,phát ban từng lúc,phat ban tung luc,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-16,SKIN_RASH,Phát ban,nổi mẩn đỏ,noi man do,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-17,SKIN_RASH,Phát ban,bi ban da,bi ban da,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-18,SKIN_RASH,Phát ban,ôti nổi nốt đỏ,oti noi not do,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-19,SKIN_RASH,Phát ban,hay da nổi mảng đỏ,hay da noi mang do,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-015-20,SKIN_RASH,Phát ban,cảm giác phát ban,cam giac phat ban,SKIN,"[""DERM"",""PED""]",false,không phát ban,vi,SYNTHETIC_UNVALIDATED
SYM-016-01,ITCHING,Ngứa da,ngua toan than nhe,ngua toan than nhe,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-02,ITCHING,Ngứa da,ngứa từng mảng nhiều,ngua tung mang nhieu,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-03,ITCHING,Ngứa da,da rất ngứa liên tục,da rat ngua lien tuc,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-04,ITCHING,Ngứa da,ngứa về đêm từng lúc,ngua ve dem tung luc,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-05,ITCHING,Ngứa da,ngua da,ngua da,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-06,ITCHING,Ngứa da,bị ngứa toàn tthân,bi ngua toan tthan,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-07,ITCHING,Ngứa da,ngứa từng mảng,ngua tung mang,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-08,ITCHING,Ngứa da,hay da rất ngứa,hay da rat ngua,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-09,ITCHING,Ngứa da,cam giac ngua ve dem,cam giac ngua ve dem,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-10,ITCHING,Ngứa da,ngứa a mấy hôm nay,ngua a may hom nay,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-11,ITCHING,Ngứa da,ngứa toàn thân nhẹ,ngua toan than nhe,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-12,ITCHING,Ngứa da,da rat ngua lien tuc,da rat ngua lien tuc,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-13,ITCHING,Ngứa da,ngứa vvề đêm từng lúc,ngua vve dem tung luc,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-14,ITCHING,Ngứa da,ngứa da,ngua da,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-15,ITCHING,Ngứa da,bị ngứa toàn thân,bi ngua toan than,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-16,ITCHING,Ngứa da,toi ngua tung mang,toi ngua tung mang,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-17,ITCHING,Ngứa da,hay da rt ngứa,hay da rt ngua,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-18,ITCHING,Ngứa da,cảm giác ngứa về đêm,cam giac ngua ve dem,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-19,ITCHING,Ngứa da,ngứa da mấy hôm nay,ngua da may hom nay,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-016-20,ITCHING,Ngứa da,nga từng mảng nhiều,nga tung mang nhieu,SKIN,"[""DERM""]",false,không ngứa da,vi,SYNTHETIC_UNVALIDATED
SYM-017-01,SKIN_LESION,Tổn thương da,vet loet da nhieu,vet loet da nhieu,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-02,SKIN_LESION,Tổn thương da,mảng da bất tưhờng liên tục,mang da bat tuhong lien tuc,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-03,SKIN_LESION,Tổn thương da,nốt trên da từng lúc,not tren da tung luc,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-04,SKIN_LESION,Tổn thương da,vết da không lành,vet da khong lanh,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-05,SKIN_LESION,Tổn thương da,bi mun la tren da,bi mun la tren da,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-06,SKIN_LESION,Tổn thương da,tôi vết loét ad,toi vet loet ad,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-07,SKIN_LESION,Tổn thương da,hay mảng da bất thường,hay mang da bat thuong,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-08,SKIN_LESION,Tổn thương da,cảm giác nốt trên da,cam giac not tren da,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-09,SKIN_LESION,Tổn thương da,vet da khong lanh may hom nay,vet da khong lanh may hom nay,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-10,SKIN_LESION,Tổn thương da,mụn lạ trnê da nhẹ,mun la trne da nhe,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-11,SKIN_LESION,Tổn thương da,vết loét da nhiều,vet loet da nhieu,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-12,SKIN_LESION,Tổn thương da,mảng da bất thường liên tục,mang da bat thuong lien tuc,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-13,SKIN_LESION,Tổn thương da,not tren da tung luc,not tren da tung luc,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-14,SKIN_LESION,Tổn thương da,vết da không lànhh,vet da khong lanhh,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-15,SKIN_LESION,Tổn thương da,mụn lạ trên da,mun la tren da,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-16,SKIN_LESION,Tổn thương da,tôi vết loét da,toi vet loet da,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-17,SKIN_LESION,Tổn thương da,hay mang da bat thuong,hay mang da bat thuong,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-18,SKIN_LESION,Tổn thương da,cảm giác nốốt trên da,cam giac noot tren da,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-19,SKIN_LESION,Tổn thương da,vết da không lành mấy hôm nay,vet da khong lanh may hom nay,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-017-20,SKIN_LESION,Tổn thương da,mụn lạ trên da nhẹ,mun la tren da nhe,SKIN,"[""DERM""]",false,không mụn lạ trên da,vi,SYNTHETIC_UNVALIDATED
SYM-018-01,HAIR_LOSS,Rụng tóc,toc rung nhieu lien tuc,toc rung nhieu lien tuc,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-02,HAIR_LOSS,Rụng tóc,tóc thưa ttừng lúc,toc thua ttung luc,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-03,HAIR_LOSS,Rụng tóc,rụng tóc thành mảng,rung toc thanh mang,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-04,HAIR_LOSS,Rụng tóc,bị rụng tóc khi gội,bi rung toc khi goi,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-05,HAIR_LOSS,Rụng tóc,toi rung toc,toi rung toc,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-06,HAIR_LOSS,Rụng tóc,hay tóc rụng nhiềuu,hay toc rung nhieuu,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-07,HAIR_LOSS,Rụng tóc,cảm giác tóc thưa,cam giac toc thua,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-08,HAIR_LOSS,Rụng tóc,rụng tóc thành mảng mấy hôm nay,rung toc thanh mang may hom nay,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-09,HAIR_LOSS,Rụng tóc,rung toc khi goi nhe,rung toc khi goi nhe,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-10,HAIR_LOSS,Rụng tóc,rụng tóc nhhiều,rung toc nhhieu,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-11,HAIR_LOSS,Rụng tóc,tóc rụng nhiều liên tục,toc rung nhieu lien tuc,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-12,HAIR_LOSS,Rụng tóc,tóc thưa từng lúc,toc thua tung luc,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-13,HAIR_LOSS,Rụng tóc,rung toc thanh mang,rung toc thanh mang,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-14,HAIR_LOSS,Rụng tóc,bị rụng tóc kh gội,bi rung toc kh goi,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-15,HAIR_LOSS,Rụng tóc,rụng tóc,rung toc,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-16,HAIR_LOSS,Rụng tóc,hay tóc rụng nhiều,hay toc rung nhieu,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-17,HAIR_LOSS,Rụng tóc,cam giac toc thua,cam giac toc thua,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-18,HAIR_LOSS,Rụng tóc,rụng tóc htành mảng mấy hôm nay,rung toc htanh mang may hom nay,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-19,HAIR_LOSS,Rụng tóc,rụng tóc khi gội nhẹ,rung toc khi goi nhe,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-018-20,HAIR_LOSS,Rụng tóc,rụng tóc nhiều,rung toc nhieu,HAIR,"[""DERM"",""ENDO""]",false,không rụng tóc,vi,SYNTHETIC_UNVALIDATED
SYM-019-01,FEVER,Sốt,nguoi nong tung luc,nguoi nong tung luc,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-02,FEVER,Sốt,ốst cao,ost cao,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-03,FEVER,Sốt,sốt nhẹ,sot nhe,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-04,FEVER,Sốt,tôi nóng sốt,toi nong sot,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-05,FEVER,Sốt,hay sot,hay sot,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-06,FEVER,Sốt,cảm gic người nóng,cam gic nguoi nong,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-07,FEVER,Sốt,sốt cao mấy hôm nay,sot cao may hom nay,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-08,FEVER,Sốt,sốt nhẹ nhẹ,sot nhe nhe,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-09,FEVER,Sốt,nong sot nhieu,nong sot nhieu,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-10,FEVER,Sốt,sốt iên tục,sot ien tuc,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-11,FEVER,Sốt,người nóng từng lúc,nguoi nong tung luc,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-12,FEVER,Sốt,sốt cao,sot cao,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-13,FEVER,Sốt,bi sot nhe,bi sot nhe,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-14,FEVER,Sốt,tôi nóng ssốt,toi nong ssot,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-15,FEVER,Sốt,hay sốt,hay sot,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-16,FEVER,Sốt,cảm giác người nóng,cam giac nguoi nong,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-17,FEVER,Sốt,sot cao may hom nay,sot cao may hom nay,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-18,FEVER,Sốt,ốt nhẹ nhẹ,ot nhe nhe,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-19,FEVER,Sốt,nóng sốt nhiều,nong sot nhieu,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-019-20,FEVER,Sốt,sốt liên tục,sot lien tuc,GENERAL,"[""PED"",""GENERAL"",""RESP""]",false,không sốt,vi,SYNTHETIC_UNVALIDATED
SYM-020-01,COUGH,Ho,ho khan,ho khan,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-02,COUGH,Ho,bị oh nhiều,bi oh nhieu,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-03,COUGH,Ho,ho từng cơn,ho tung con,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-04,COUGH,Ho,hay ho về đêm,hay ho ve dem,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-05,COUGH,Ho,cam giac ho,cam giac ho,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-06,COUGH,Ho,ho khan mấy ôm nay,ho khan may om nay,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-07,COUGH,Ho,ho nhiều nhẹ,ho nhieu nhe,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-08,COUGH,Ho,ho từng cơn nhiều,ho tung con nhieu,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-09,COUGH,Ho,ho ve dem lien tuc,ho ve dem lien tuc,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-10,COUGH,Ho,oh từng lúc,oh tung luc,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-11,COUGH,Ho,bị ho nhiều,bi ho nhieu,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-12,COUGH,Ho,toi ho tung con,toi ho tung con,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-13,COUGH,Ho,hay ho ềv đêm,hay ho ev dem,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-14,COUGH,Ho,cảm giác ho,cam giac ho,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-15,COUGH,Ho,ho khan mấy hôm nay,ho khan may hom nay,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-16,COUGH,Ho,ho nhieu nhe,ho nhieu nhe,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-17,COUGH,Ho,hho từng cơn nhiều,hho tung con nhieu,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-18,COUGH,Ho,ho về đêm liên tục,ho ve dem lien tuc,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-19,COUGH,Ho,ho từng lúc,ho tung luc,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-020-20,COUGH,Ho,bị ho nihều,bi ho niheu,RESPIRATORY,"[""RESP"",""PED"",""ENT""]",false,không ho,vi,SYNTHETIC_UNVALIDATED
SYM-021-01,WHEEZING,Khò khè,bi tho rit,bi tho rit,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-02,WHEEZING,Khò khè,tôi tởh có tiếng,toi toh co tieng,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-03,WHEEZING,Khò khè,hay ngực phát tiếng khò khè,hay nguc phat tieng kho khe,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-04,WHEEZING,Khò khè,cảm giác thở nghe rít,cam giac tho nghe rit,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-05,WHEEZING,Khò khè,kho khe may hom nay,kho khe may hom nay,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-06,WHEEZING,Khò khè,htở rít nhẹ,hto rit nhe,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-07,WHEEZING,Khò khè,thở có tiếng nhiều,tho co tieng nhieu,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-08,WHEEZING,Khò khè,ngực phát tiếng khò khè liên tục,nguc phat tieng kho khe lien tuc,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-09,WHEEZING,Khò khè,tho nghe rit tung luc,tho nghe rit tung luc,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-10,WHEEZING,Khò khè,khò khèè,kho khee,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-11,WHEEZING,Khò khè,thở rít,tho rit,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-12,WHEEZING,Khò khè,tôi thở có tiếng,toi tho co tieng,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-13,WHEEZING,Khò khè,hay nguc phat tieng kho khe,hay nguc phat tieng kho khe,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-14,WHEEZING,Khò khè,cảm ggiác thở nghe rít,cam ggiac tho nghe rit,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-15,WHEEZING,Khò khè,khò khè mấy hôm nay,kho khe may hom nay,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-16,WHEEZING,Khò khè,thở rít nhẹ,tho rit nhe,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-17,WHEEZING,Khò khè,tho co tieng nhieu,tho co tieng nhieu,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-18,WHEEZING,Khò khè,ngực phát tiếng khò khè ilên tục,nguc phat tieng kho khe ilen tuc,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-19,WHEEZING,Khò khè,thở nghe rít từng lúc,tho nghe rit tung luc,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-021-20,WHEEZING,Khò khè,khò khè,kho khe,RESPIRATORY,"[""RESP"",""PED""]",false,không khò khè,vi,SYNTHETIC_UNVALIDATED
SYM-022-01,SPUTUM,Khạc đờm,toi ho co dom,toi ho co dom,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-02,SPUTUM,Khạc đờm,hay đờ vàng,hay do vang,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-03,SPUTUM,Khạc đờm,cảm giác nhiều đờm,cam giac nhieu dom,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-04,SPUTUM,Khạc đờm,đờm đặc mấy hôm nay,dom dac may hom nay,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-05,SPUTUM,Khạc đờm,khac dom nhe,khac dom nhe,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-06,SPUTUM,Khạc đờm,ho có đờm nhiều,ho co dom nhieu,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-07,SPUTUM,Khạc đờm,đờm vàng liên tục,dom vang lien tuc,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-08,SPUTUM,Khạc đờm,nhiều đờm từng lúc,nhieu dom tung luc,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-09,SPUTUM,Khạc đờm,dom dac,dom dac,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-10,SPUTUM,Khạc đờm,bị hạc đờm,bi hac dom,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-11,SPUTUM,Khạc đờm,ho có đờm,ho co dom,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-12,SPUTUM,Khạc đờm,hay đờm vàng,hay dom vang,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-13,SPUTUM,Khạc đờm,cam giac nhieu dom,cam giac nhieu dom,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-14,SPUTUM,Khạc đờm,đờm đặc ấy hôm nay,dom dac ay hom nay,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
SYM-022-15,SPUTUM,Khạc đờm,khạc đờm nhẹ,khac dom nhe,RESPIRATORY,"[""RESP""]",false,không khạc đờm,vi,SYNTHETIC_UNVALIDATED
