rule_id,required_symptoms_json,optional_symptoms_json,excluded_symptoms_json,age_min,age_max,gender_scope,pregnancy_scope,target_department,target_department_name,alternative_departments_json,default_priority,base_score,requires_review,rule_source,validation_status
RULE-0490,"[""BACK_PAIN"",""NUMBNESS""]","[""JOINT_PAIN"",""LIMB_SWELLING"",""LIMITED_MOVEMENT""]",[],16,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.815,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0491,"[""JOINT_PAIN"",""LIMB_SWELLING""]","[""BACK_PAIN""]",[],18,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.747,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0492,"[""LIMITED_MOVEMENT""]","[""JOINT_PAIN"",""LIMB_SWELLING"",""NUMBNESS""]","[""LIMB_WEAKNESS""]",18,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.925,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0493,"[""BACK_PAIN"",""LIMITED_MOVEMENT""]","[""LIMB_SWELLING""]",[],16,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.793,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0494,"[""LIMITED_MOVEMENT""]","[""LIMB_SWELLING""]",[],16,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.795,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0495,"[""LIMB_SWELLING""]","[""NUMBNESS""]",[],16,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.816,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0496,"[""JOINT_PAIN""]","[""BACK_PAIN"",""LIMB_SWELLING"",""LIMITED_MOVEMENT""]",[],16,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.762,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0497,"[""LIMB_SWELLING""]","[""BACK_PAIN"",""LIMITED_MOVEMENT"",""NUMBNESS""]",[],16,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.645,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0498,"[""JOINT_PAIN""]","[""LIMITED_MOVEMENT"",""NUMBNESS""]","[""LIMB_WEAKNESS""]",16,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.836,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0499,"[""LIMB_SWELLING""]","[""NUMBNESS""]",[],18,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.676,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0500,"[""BACK_PAIN"",""LIMITED_MOVEMENT""]","[""JOINT_PAIN"",""NUMBNESS""]",[],16,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.706,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0501,"[""LIMITED_MOVEMENT""]","[""JOINT_PAIN""]",[],18,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.627,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0502,"[""BACK_PAIN"",""LIMB_SWELLING""]","[""NUMBNESS""]",[],18,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.698,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0503,"[""BACK_PAIN"",""JOINT_PAIN""]","[""LIMB_SWELLING"",""NUMBNESS""]","[""DYSPNEA""]",18,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.638,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0504,"[""JOINT_PAIN""]","[""LIMB_SWELLING"",""NUMBNESS""]",[],18,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.677,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0505,"[""JOINT_PAIN""]","[""BACK_PAIN"",""LIMITED_MOVEMENT""]",[],16,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.816,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0506,"[""JOINT_PAIN""]","[""BACK_PAIN"",""LIMITED_MOVEMENT"",""NUMBNESS""]",[],16,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.803,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0507,"[""JOINT_PAIN"",""LIMB_SWELLING""]","[""NUMBNESS""]",[],18,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.824,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0508,"[""JOINT_PAIN"",""LIMITED_MOVEMENT""]","[""LIMB_SWELLING""]","[""BLURRED_VISION""]",18,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.666,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0509,"[""BACK_PAIN""]","[""LIMB_SWELLING"",""LIMITED_MOVEMENT"",""NUMBNESS""]",[],18,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.86,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0510,"[""LIMB_SWELLING""]","[""BACK_PAIN""]",[],16,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.762,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0511,"[""BACK_PAIN"",""LIMITED_MOVEMENT""]","[""LIMB_SWELLING""]",[],16,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.807,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0512,"[""JOINT_PAIN"",""LIMITED_MOVEMENT""]","[""BACK_PAIN"",""LIMB_SWELLING""]",[],16,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.897,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0513,"[""BACK_PAIN""]","[""JOINT_PAIN"",""LIMB_SWELLING"",""LIMITED_MOVEMENT""]","[""VAGINAL_BLEEDING""]",18,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.704,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0514,"[""LIMB_SWELLING"",""LIMITED_MOVEMENT""]","[""BACK_PAIN"",""JOINT_PAIN"",""NUMBNESS""]",[],18,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.703,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0515,"[""LIMITED_MOVEMENT""]","[""LIMB_SWELLING"",""NUMBNESS""]",[],16,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.622,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0516,"[""LIMITED_MOVEMENT""]","[""JOINT_PAIN"",""LIMB_SWELLING"",""NUMBNESS""]","[""CHEST_PAIN""]",18,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.62,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0517,"[""LIMITED_MOVEMENT""]","[""JOINT_PAIN""]","[""LIMB_WEAKNESS""]",18,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",HIGH,0.751,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0518,"[""NUMBNESS""]","[""JOINT_PAIN"",""LIMB_SWELLING""]",[],16,100,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.907,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0519,"[""JOINT_PAIN""]","[""LIMB_SWELLING"",""NUMBNESS""]","[""BLURRED_VISION""]",18,80,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",LOW,0.804,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0520,"[""BACK_PAIN""]","[""JOINT_PAIN"",""LIMB_SWELLING"",""NUMBNESS""]","[""DYSPNEA""]",16,120,ALL,ANY,ORTHO,Cơ xương khớp,"[""NEURO"",""GENERAL""]",NORMAL,0.627,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0521,"[""REFLUX""]","[""DIARRHEA""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.836,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0522,"[""ABDOMINAL_PAIN""]","[""DIARRHEA""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.821,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0523,"[""DIARRHEA""]","[""CONSTIPATION"",""NAUSEA"",""VOMITING""]","[""CHEST_PAIN""]",18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.683,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0524,"[""REFLUX""]","[""CONSTIPATION""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.886,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0525,"[""ABDOMINAL_PAIN""]","[""NAUSEA"",""VOMITING""]",[],16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.84,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0526,"[""ABDOMINAL_PAIN"",""NAUSEA""]","[""VOMITING""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.734,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0527,"[""DIARRHEA""]","[""CONSTIPATION""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.885,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0528,"[""REFLUX""]","[""ABDOMINAL_PAIN""]",[],16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.891,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0529,"[""CONSTIPATION""]","[""VOMITING""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.825,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0530,"[""NAUSEA"",""VOMITING""]","[""ABDOMINAL_PAIN"",""CONSTIPATION"",""DIARRHEA""]","[""DYSPNEA""]",18,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.74,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0531,"[""ABDOMINAL_PAIN"",""NAUSEA""]","[""DIARRHEA"",""REFLUX"",""VOMITING""]","[""CHEST_PAIN""]",18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.776,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0532,"[""CONSTIPATION"",""VOMITING""]","[""DIARRHEA"",""NAUSEA"",""REFLUX""]","[""BLURRED_VISION""]",16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.639,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0533,"[""VOMITING""]","[""DIARRHEA""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.748,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0534,"[""VOMITING""]","[""CONSTIPATION"",""REFLUX""]","[""LIMB_WEAKNESS""]",18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.639,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0535,"[""ABDOMINAL_PAIN"",""REFLUX""]","[""CONSTIPATION"",""NAUSEA"",""VOMITING""]",[],16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.62,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0536,"[""DIARRHEA""]","[""ABDOMINAL_PAIN"",""NAUSEA"",""VOMITING""]","[""DYSPNEA""]",18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.892,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0537,"[""CONSTIPATION""]","[""ABDOMINAL_PAIN"",""NAUSEA"",""REFLUX""]",[],16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.778,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0538,"[""REFLUX""]","[""ABDOMINAL_PAIN"",""CONSTIPATION"",""DIARRHEA""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.882,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0539,"[""ABDOMINAL_PAIN""]","[""REFLUX"",""VOMITING""]","[""LIMB_WEAKNESS""]",18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.873,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0540,"[""ABDOMINAL_PAIN"",""REFLUX""]","[""NAUSEA""]","[""LIMB_WEAKNESS""]",18,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.725,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0541,"[""CONSTIPATION"",""NAUSEA""]","[""ABDOMINAL_PAIN""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.697,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0542,"[""DIARRHEA""]","[""VOMITING""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.858,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0543,"[""ABDOMINAL_PAIN"",""VOMITING""]","[""DIARRHEA"",""NAUSEA"",""REFLUX""]","[""DYSPNEA""]",18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.62,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0544,"[""CONSTIPATION"",""REFLUX""]","[""VOMITING""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.684,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0545,"[""REFLUX""]","[""DIARRHEA""]",[],18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.924,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0546,"[""VOMITING""]","[""NAUSEA""]","[""DYSPNEA""]",16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.767,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0547,"[""ABDOMINAL_PAIN"",""REFLUX""]","[""DIARRHEA"",""NAUSEA"",""VOMITING""]","[""LIMB_WEAKNESS""]",18,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.718,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0548,"[""REFLUX""]","[""ABDOMINAL_PAIN"",""CONSTIPATION""]",[],16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.641,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0549,"[""ABDOMINAL_PAIN"",""CONSTIPATION""]","[""NAUSEA"",""REFLUX"",""VOMITING""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.715,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0550,"[""DIARRHEA""]","[""ABDOMINAL_PAIN"",""CONSTIPATION""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.735,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0551,"[""NAUSEA""]","[""ABDOMINAL_PAIN""]",[],18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.893,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0552,"[""REFLUX""]","[""CONSTIPATION""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.92,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0553,"[""REFLUX""]","[""CONSTIPATION""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.884,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0554,"[""NAUSEA""]","[""ABDOMINAL_PAIN"",""CONSTIPATION""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.672,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0555,"[""CONSTIPATION""]","[""DIARRHEA"",""NAUSEA"",""REFLUX""]","[""CHEST_PAIN""]",16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.881,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0556,"[""NAUSEA""]","[""CONSTIPATION""]","[""CHEST_PAIN""]",16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.887,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0557,"[""CONSTIPATION"",""DIARRHEA""]","[""VOMITING""]",[],18,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.892,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0558,"[""NAUSEA""]","[""ABDOMINAL_PAIN"",""VOMITING""]","[""VAGINAL_BLEEDING""]",16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.744,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0559,"[""ABDOMINAL_PAIN"",""VOMITING""]","[""NAUSEA""]",[],18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.751,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0560,"[""DIARRHEA""]","[""REFLUX""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.743,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0561,"[""CONSTIPATION""]","[""ABDOMINAL_PAIN"",""NAUSEA"",""VOMITING""]",[],16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.755,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0562,"[""CONSTIPATION""]","[""VOMITING""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.734,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0563,"[""ABDOMINAL_PAIN""]","[""CONSTIPATION"",""DIARRHEA""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.88,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0564,"[""CONSTIPATION""]","[""DIARRHEA"",""NAUSEA""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.866,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0565,"[""ABDOMINAL_PAIN"",""NAUSEA""]","[""VOMITING""]","[""CHEST_PAIN""]",16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.751,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0566,"[""REFLUX"",""VOMITING""]","[""ABDOMINAL_PAIN"",""NAUSEA""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.88,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0567,"[""REFLUX""]","[""CONSTIPATION"",""DIARRHEA"",""VOMITING""]",[],16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.723,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0568,"[""VOMITING""]","[""NAUSEA"",""REFLUX""]","[""VAGINAL_BLEEDING""]",16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.737,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0569,"[""DIARRHEA""]","[""NAUSEA"",""REFLUX""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.873,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0570,"[""NAUSEA""]","[""DIARRHEA"",""VOMITING""]",[],18,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",HIGH,0.864,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0571,"[""ABDOMINAL_PAIN"",""REFLUX""]","[""DIARRHEA""]","[""CHEST_PAIN""]",16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.654,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0572,"[""CONSTIPATION""]","[""DIARRHEA"",""REFLUX"",""VOMITING""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.667,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0573,"[""DIARRHEA""]","[""VOMITING""]",[],16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.894,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0574,"[""VOMITING""]","[""REFLUX""]","[""CHEST_PAIN""]",16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.858,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0575,"[""ABDOMINAL_PAIN""]","[""REFLUX""]","[""DYSPNEA""]",18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",LOW,0.757,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0576,"[""VOMITING""]","[""NAUSEA""]",[],18,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.696,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0577,"[""CONSTIPATION""]","[""DIARRHEA""]",[],18,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.761,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0578,"[""CONSTIPATION"",""VOMITING""]","[""DIARRHEA"",""NAUSEA"",""REFLUX""]",[],18,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.85,false,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0579,"[""DIARRHEA"",""VOMITING""]","[""CONSTIPATION"",""NAUSEA""]","[""DYSPNEA""]",16,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.693,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0580,"[""REFLUX""]","[""DIARRHEA"",""NAUSEA""]","[""CHEST_PAIN""]",16,120,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.876,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0581,"[""CONSTIPATION""]","[""ABDOMINAL_PAIN"",""NAUSEA""]",[],18,100,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.773,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
RULE-0582,"[""REFLUX""]","[""ABDOMINAL_PAIN""]",[],16,80,ALL,ANY,GASTRO,Tiêu hóa,"[""GENERAL"",""OBGYN""]",NORMAL,0.902,true,SYNTHETIC_RULE_GENERATOR,SYNTHETIC_UNVALIDATED
